year,code,amount,name,topname,depname,depcat,cat,ref,comment
2015,6103411900,11447000,無細項,行政院主管,國家發展委員會,推動法規鬆綁與革新、強化經貿競爭力,其他經濟服務支出,2.7.11,"本年度預算數之內容與上年度之比較如下：
1.協調商會建言、推動法規國際調和經費1,
794千元，較上年度增列專家學者出席費
及一般事務費等808千元。
2.推動法制革新、倡議經商環境改革經費7,
451千元，較上年度增列辦理公司治理之
法制研究等經費5,384千元。
3.推動落實法規影響評估制度經費2,202千
元，較上年度減列台灣新經濟簡訊編製等
經費2,958千元。"
2015,6103418102,300000000,花東地區永續發展基金,行政院主管,國家發展委員會,非營業特種基金,其他經濟服務支出,2.7.12.1,"本年度預算數300,000千元，係依花東地區
發展條例第12條規定，由國庫增撥花東地區
永續發展基金，較上年度減列2,000,000千
元。"
2015,6103419002,1554000,營建工程,行政院主管,國家發展委員會,一般建築及設備,其他經濟服務支出,2.7.13.1,"本年度預算數之內容與上年度之比較如下：
1.辦理辦公廳舍裝修工程經費1,554千元。
2.上年度辦理辦公廳舍之規劃、配置及裝修
工程預算業已編竣，所列1,727千元如數
減列。"
2015,6103419800,900000,無細項,行政院主管,國家發展委員會,第一預備金,其他經濟服務支出,2.7.14,本年度預算數較上年度減列如列數。
2015,3303420100,161531000,無細項,行政院主管,檔案管理局,一般行政,行政支出,2.8.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費134,123千元，較上年度增列
職員2人、駐警3人之人事費等5,459千元
。
2.基本行政工作維持費27,408千元，較上年
度減列電費等3,026千元。"
2015,3303421000,2192000,無細項,行政院主管,檔案管理局,檔案管理綜合企劃與管考,行政支出,2.8.2,"本年度預算數之內容與上年度之比較如下：
1.檔案管理綜合規劃與宣導經費932千元，
較上年度減列編印檔案季刊所需稿費及出
席費等19千元。
2.文書檔案管理專業培訓經費257千元，與
上年度同。
3.檔案管理評鑑作業經費532千元，較上年
度減列辦理實地評鑑所需國內旅費等212
千元。
4.研究發展與合作交流經費471千元，較上
年度減列辦理自行研究案件評審所需出席
費等12千元。"
2015,3303421100,751000,無細項,行政院主管,檔案管理局,檔案徵集作業,行政支出,2.8.3,"本年度預算數之內容與上年度之比較如下：
1.檔案立案編目經費353千元，較上年度減
列短程車資等6千元。
2.檔案徵集移轉經費398千元，較上年度減
列辦理檔案鑑選及鑑定研習等經費78千元
。"
2015,3303421200,975000,無細項,行政院主管,檔案管理局,檔案典藏維護,行政支出,2.8.4,"本年度預算數之內容與上年度之比較如下：
1.檔案庫房設施輔導經費78千元，較上年度
減列一般事務費等8千元。
2.國家檔案保存修護經費739千元，較上年
度減列辦理檔案入庫及檔案修護所需用品
及耗材等經費13千元。
3.檔案複製儲存作業經費158千元，較上年
度減列辦理紙質類國家檔案數位化工作等
經費87千元。"
2015,3303421300,1711000,無細項,行政院主管,檔案管理局,檔案應用服務,行政支出,2.8.5,"本年度預算數之內容與上年度之比較如下：
1.檔案應用制度經費24千元，較上年度減列
印製大專院校檔案應用指導活動教材等經
費14千元。
2.檔案目錄彙送經費338千元，較上年度減
列編印檔案目錄等經費7千元。
3.國家檔案開放應用經費459千元，較上年
度減列物品等經費6千元。
4.檔案展覽推廣經費890千元，較上年度減
列辦理檔案展覽等經費163千元。"
2015,3303421400,1542000,無細項,行政院主管,檔案管理局,檔案資訊作業,行政支出,2.8.6,"本年度預算數1,542千元，係辦理辦公室自
動化系統與各網站維護及功能增修，較上年
度減列數據通訊費等172千元。"
2015,3303421800,110000000,無細項,行政院主管,檔案管理局,文書檔案資訊網路合一計畫,行政支出,2.8.7,"文書檔案資訊網路合一計畫總經費605,000
千元，分5年辦理，101至103年度已編列360
,490千元，本年度續編第4年經費110,000千
元，較上年度減列10,802千元。"
2015,3303421900,39232000,無細項,行政院主管,檔案管理局,國家檔案永續典藏與多元服務計畫,行政支出,2.8.8,"國家檔案永續典藏與多元服務計畫總經費21
7,163千元，分年辦理，100至103年度已編
列147,581千元，本年度續編第5年經費39,2
32千元，較上年度減列建置國家檔案典藏處
所等經費46,676千元，增列辦理紙質類國家
檔案數位化作業及推廣國家檔案加值等經費
19,686千元，計淨減26,990千元。"
2015,3303429019,1465000,其他設備,行政院主管,檔案管理局,一般建築及設備,行政支出,2.8.9.1,"本年度預算數之內容與上年度之比較如下：
1.購置個人電腦軟硬體及印表機等經費956
千元。

2.購置辦公設備等經費509千元。

3.上年度購置電腦軟硬體及辦公設備等預算
業已編竣，所列1,628千元如數減列。"
2015,3303429800,90000,無細項,行政院主管,檔案管理局,第一預備金,行政支出,2.8.10,本年度預算數較上年度減列如列數。
2015,3803610100,268791000,無細項,行政院主管,原住民族委員會,一般行政,民政支出,2.9.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費231,897千元，較上年度增列
職員48人之人事費35,470千元。
2.基本行政工作維持費36,894千元，較上年
度減列購置辦公文具用品等經費3,837千
元。"
2015,3803610200,63424000,無細項,行政院主管,原住民族委員會,綜合規劃發展,民政支出,2.9.2,"本年度預算數之內容與上年度之比較如下：
1.綜合規劃原住民族政策與制度經費18,594
千元，較上年度減列辦理原住民族法規彙
編等經費10,743千元。
2.推動原住民族政策發展及行政資訊化經費
21,532千元，較上年度增列更新公文資訊
系統設備等經費3,991千元。
3.推動原住民族國際交流經費11,484千元，
較上年度減列辦理原住民族樂舞節活動等
經費16,029千元。
4.新增健全原住民族法制經費11,814千元。"
2015,3803610500,465148000,無細項,行政院主管,原住民族委員會,經濟發展業務,民政支出,2.9.3,"本年度預算數之內容與上年度之比較如下：
1.規劃輔導原住民族經濟開發經費24,058千
元，較上年度增列規劃辦理東埔活動中心
促進民間參與等經費3,162千元。
2.規劃輔導原住民族經濟及產業發展經費39
3,037千元，較上年度減列280,157千元，
包括：
(1)臺東縣原住民文化創意產業聚落計畫
總經費250,000千元，分年辦理，102及
103年度已編列224,200千元，本年度續
編25,800千元，較上年度減列142,400
千元。
(2)輔導原住民族經濟及產業發展經費367
,237千元，較上年度減列補助地方政府
辦理推展原住民族產業深耕及行銷計畫
等經費137,757千元。
3.原住民技藝研習中心營運管理經費6,828
千元，較上年度減列技藝研習中心整修工
程等經費1,500千元。
4.新增規劃輔導原住民傳統智慧創作保護及
文化創意經費41,225千元。
5.上年度辦理原住民溫泉永續經營及輔導獎
勵中長程實施計畫預算業已編竣，所列70
,300千元如數減列。"
2015,3803610600,99522000,無細項,行政院主管,原住民族委員會,土地規劃管理利用業務,民政支出,2.9.4,"本年度預算數之內容與上年度之比較如下：
1.原住民族土地規劃經費34,791千元，較上
年度減列補辦增劃編原住民保留地實施計
畫等經費10,303千元。
2.原住民族土地地權經費40,668千元，較上
年度減列補助地方政府辦理原住民族保留
地複丈分割計畫等經費4,200千元。
3.原住民族土地地用經費13,310千元，較上
年度增列補助地方政府辦理原住民傳統地
景計畫等經費3,870千元。
4.新增原住民族傳統領域履勘等經費10,753
千元。"
2015,3803610700,1255302000,無細項,行政院主管,原住民族委員會,公共建設業務,民政支出,2.9.5,"本年度預算數之內容與上年度之比較如下：
1.原住民族住宅改善計畫經費134,425千元
，較上年度減列原住民族遷建計畫等經費
35,019千元。
2.特色道路及飲用水設施改善計畫經費877,
329千元，較上年度增列294,700千元，包
括：
(1)原住民族地區部落水資源規劃及供水
計畫總經費1,145,300千元，分年辦理
，99至103年度已編列1,045,200千元，
本年度續編100,000千元，較上年度增
列20,000千元。
(2)原住民族部落特色道路改善計畫總經
費2,519,100千元，分年辦理，103年度
已編列500,000千元，本年度續編774,7
00千元，較上年度增列274,700千元。
。
(3)原住民公共設施改善計畫經費2,629千
元，與上年度同。
3.原住民族部落永續發展造景計畫經費209,
218千元，較上年度減列原住民族部落基
礎環境設施改善等經費18,210千元。
4.新增原住民族部落安全經費34,330千元。"
2015,3803610800,590000000,無細項,行政院主管,原住民族委員會,補助原住民鄉鎮市,民政支出,2.9.6,"本年度預算數590,000千元，係補助原住民
族鄉、鎮、市基本財政收支差短及加強原住
民族地區基本建設等經費，較上年度增列44
,000千元。"
2015,3803618101,260261000,原住民族綜合發展基金,行政院主管,原住民族委員會,非營業特種基金,民政支出,2.9.7.1,"本年度預算數260,261千元，係國庫增撥原
住民族綜合發展基金，與上年度同。"
2015,3803619800,10000000,無細項,行政院主管,原住民族委員會,第一預備金,民政支出,2.9.8,仍照上年度預算數編列。
2015,5103610300,1403400000,無細項,行政院主管,原住民族委員會,原住民教育推展,教育支出,2.9.9,"本年度預算數之內容與上年度之比較如下：
1.原住民族教育協調與發展經費1,265,735
千元，係依原住民族教育法第9條規定編
列之辦理原住民族教育經費，較上年度增
列14,700千元，包括：
(1)提升原住民資訊素養計畫經費29,700
千元，較上年度減列辦理建置原鄉無線
寬頻環境等經費5,300千元。
(2)無線電視台數位頻道上鏈計畫經費70,
000千元，較上年度增列辦理舊訊號併
載等經費20,000千元。
(3)辦理原住民教育推展計畫經費1,166,0
35千元，與上年度同。
2.原住民族文化維護與發展經費137,665千
元，較上年度減列辦理原住民族文化振興
與發展計畫等經費9,416千元。"
2015,6703610400,2307712000,無細項,行政院主管,原住民族委員會,社會服務推展,社會救助支出,2.9.10,"本年度預算數之內容與上年度之比較如下：
1.加強原住民醫療衛生保健服務經費669,49
1千元，較上年度增列補助原住民就醫交
通費等3,583千元。
2.推動原住民社會福利服務經費1,628,872
千元，較上年度增列老年基本保證年金(
原住民給付)等經費93,164千元。
3.原住民就業服務經費9,349千元，較上年
度減列辦理促進原住民就業宣導等經費2,
531千元。"
2015,6703610900,410715000,無細項,行政院主管,原住民族委員會,促進原住民就業,社會救助支出,2.9.11,"本年度預算數410,715千元，係公益彩券回
饋金運用及輔導原住民族就業等經費，較上
年度增列103,263千元。"
2015,3803620100,63492000,無細項,行政院主管,文化園區管理局,一般行政,民政支出,2.10.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費33,674千元，與上年度同。
2.基本行政工作維持費29,818千元，較上年
度增列補助地方政府辦理原住民族節慶活
動等經費882千元。"
2015,3803620200,54461000,無細項,行政院主管,文化園區管理局,藝術展示表演及教育推廣業務,民政支出,2.10.2,"本年度預算數之內容與上年度之比較如下：
1.藝術展示表演業務經費44,674千元，較上
年度增列辦理蘭嶼傳統家屋保存現況調查
暨維護活化運用計畫等經費10,235千元。
2.教育推廣業務經費9,787千元，較上年度
增列辦理推廣園區原住民族文化活動等經
費259千元。"
2015,3803629002,14276000,營建工程,行政院主管,文化園區管理局,一般建築及設備,民政支出,2.10.3.1,"本年度預算數之內容與上年度之比較如下：
1.擴建遊客服務中心辦公場所等工程經費3,
750千元。
2.整治富谷灣區廣場邊坡等工程經費8,526
千元。
3.八角樓展覽館冷氣空調及大門修繕等工程
經費2,000千元。
4.上年度修復園區登山步道等預算業已編竣
，所列17,846千元如數減列。"
2015,3803629011,0,交通及運輸設備,行政院主管,文化園區管理局,一般建築及設備,民政支出,2.10.3.2,"上年度購置貨車1輛預算業已編竣，所列425
千元如數減列。"
2015,3803629800,500000,無細項,行政院主管,文化園區管理局,第一預備金,民政支出,2.10.4,仍照上年度預算數編列。
2015,3803640100,140298000,無細項,行政院主管,客家委員會及所屬,一般行政,民政支出,2.11.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費113,693千元，與上年度同。
2.基本行政工作維持費26,605千元，較上年
度減列資訊軟硬體設備費及辦公資訊養護
費等經費4,173千元。"
2015,3803641000,117684000,無細項,行政院主管,客家委員會及所屬,綜合規劃發展,民政支出,2.11.2,"本年度預算數之內容與上年度之比較如下：
1.綜合規劃客家政策及法規經費43,144千元
，較上年度減列100千元，包括：
(1)辦理輔助客家事務及資料蒐集等經費1
0,878千元，較上年度減列辦理委員會
議等經費100千元。
(2)客家文化躍升計畫─知識體系發展計
畫，總經費193,596千元，分6年辦理，
103年度已編列32,266千元，本年度續
編第2年經費32,266千元，與上年度同
。
2.發展研究暨管制考核計畫經費12,069千元
，較上年度減列2,992千元，包括： 
(1)辦理推動客家雲端服務暨建立基礎資
料計畫經費8,700千元，較上年度減列1
,506千元。
(2)新增辦理推動資訊管理及安全制度建
立等計畫經費3,369千元。
(3)上年度辦理客家基礎資料之調查研究
計畫預算業已編竣，所列4,855千元如
數減列。
3.海外客家事務推展計畫總經費374,826千
元，分6年辦理，103年度已編列62,471千
元，本年度續編第2年經費62,471千元，
與上年度同。"
2015,3803649800,2000000,無細項,行政院主管,客家委員會及所屬,第一預備金,民政支出,2.11.3,仍照上年度預算數編列。
2015,5303642000,198094000,無細項,行政院主管,客家委員會及所屬,客家文化產業發展,文化支出,2.11.4,"客家特色產業創新發展計畫總經費1,244,02
8千元，分6年辦理，103年度已編列198,094
千元，本年度續編第2年經費198,094千元，
與上年度同。"
2015,5303643000,1335157000,無細項,行政院主管,客家委員會及所屬,文化教育推展,文化支出,2.11.5,"本年度預算數之內容與上年度之比較如下：
1.客家文化躍升計畫─文藝發展計畫總經費
1,910,286千元，分6年辦理，103年度已
編列312,843千元，本年度續編第2年經費
295,843千元，較上年度減列17,000千元
。
2.客家語言深耕計畫總經費1,537,722千元
，分6年辦理，103年度已編列249,660千
元，本年度續編第2年經費249,660千元，
與上年度同。
3.辦理協助營造客家文化生活環境計畫經費
763,840千元，較上年度增列226,075千元
，包括：
(1)辦理客家文化生活環境營造計畫輔導
審查及培訓課程等經費2,240千元，較
上年度減列249千元。
(2)客家文化生活環境營造計畫總經費3,5
73,000千元，分6年辦理，103年度已編
列535,276千元，本年度續編第2年經費
761,600千元，較上年度增列226,324千
元。
4.客家文化資產之規劃與協調經費25,814千
元，較上年度減列3,977千元，包括：
(1)辦理客家文化資產保存及運用等經費8
,793千元，較上年度減列保存臺灣客家
重要史料與文獻及獎勵補助客家優良出
版品等經費977千元。
(2)「客家文化躍升計畫－客庄文化資源
調查計畫」總經費123,000千元，分6年
辦理，103年度已編列20,021千元，本
年度續編第2年經費17,021千元，較上
年度減列3,000千元。"
2015,5303644000,599726000,無細項,行政院主管,客家委員會及所屬,傳播行銷推展,文化支出,2.11.6,"客家傳播行銷計畫總經費3,785,136千元，
分6年辦理，103年度已編列599,726千元，
本年度續編第2年經費599,726千元，與上年
度同。"
2015,5303645000,314482000,無細項,行政院主管,客家委員會及所屬,客家文化發展中心規劃與營運,文化支出,2.11.7,"本年度預算數之內容與上年度之比較如下：
1.人員維持費63,665千元，較上年度增列員
工薪俸晉級差額等經費1,148千元。
2.基本行政工作維持費9,379千元，較上年
度減列水電費等經費1,139千元。
3.南北園區營運及設施管理計畫經費241,43
8千元，較上年度減列359,518千元，包括
：
(1)客家文化躍升計畫-園區領航計畫-苗
栗園區總經費712,375千元，分6年辦理
，103年度已編列106,763千元，本年度
續編119,351千元，較上年度增列12,58
8千元。
(2)客家文化躍升計畫-園區領航計畫-六
堆園區總經費442,075千元，分6年辦理
，103年度已編列71,875千元，本年度
續編79,287千元，較上年度增列7,412
千元。
(3)推動客家雲端服務暨建立基礎資料計
畫之建立基礎計畫-全球客家數位博物
館計畫，總經費13,825千元，分3年辦
理，103年度已編列2,025千元，本年度
續編2,800千元，較上年度增列775千元
。
(4)新增南北園區跨域深耕計畫-苗栗園區
經費13,000千元。
(5)新增南北園區跨域深耕計畫-六堆園區
經費27,000千元。
(6)上年度辦理南北園區設施管理及擴充
計畫預算業已編竣，所列420,293千元
如數減列。"
2015,3803670100,86713000,無細項,行政院主管,中央選舉委員會及所屬,一般行政,民政支出,2.12.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費77,046千元，較上年度增列兼
職費等41千元。
2.基本行政工作維持費9,279千元，較上年
度增列一般事務費等638千元。
3.召開委員會議經費355千元，與上年度同
。
4.推動政風工作經費33千元，較上年度減列
一般事務費4千元。"
2015,3803671000,1435580000,無細項,行政院主管,中央選舉委員會及所屬,選舉業務,民政支出,2.12.2,"本年度預算數之內容與上年度之比較如下：
1.綜合規劃及選務資訊化經費2,031千元，
較上年度減列資訊服務費等226千元。
2.選務策進經費3,102千元，較上年度增列
委託辦理選務講習及世界選舉機關協會會
員大會國外旅費等1,187千元。
3.法政業務工作經費394千元，較上年度減
列國內旅費等44千元。
4.新增第9屆立法委員選舉經費1,425,618千
元。
5.新增第14任總統副總統選舉先期作業經費
4,435千元。
6.上年度辦理及督導地方公職人員選舉經費
29,789千元，如數減列。"
2015,3803671100,337120000,無細項,行政院主管,中央選舉委員會及所屬,地方選舉委員會行政業務,民政支出,2.12.3,"本年度預算數之內容與上年度之比較如下：
1.人員維持費321,797千元，較上年度增列
兼職費等267千元。
2.基本行政工作維持費15,323千元，較上年
度減列一般事務費等530千元。"
2015,3803671300,616030000,無細項,行政院主管,中央選舉委員會及所屬,政黨競選經費補助,民政支出,2.12.4,"本年度預算數616,030千元，係依公職人員
選舉罷免法第43條第6項規定編列政黨競選
費用補助金，與上年度同。"
2015,3803679011,0,交通及運輸設備,行政院主管,中央選舉委員會及所屬,一般建築及設備,民政支出,2.12.5.1,"上年度購置公務機車1輛預算業已編竣，所
列63千元如數減列。"
2015,3803679019,583000,其他設備,行政院主管,中央選舉委員會及所屬,一般建築及設備,民政支出,2.12.5.2,"本年度預算數之內容與上年度之比較如下：
1.購置空調、安全管理設備、投影設備、飲
水機等經費583千元。
2.上年度購置事務設備預算業已編竣，所列
417千元如數減列。"
2015,3803679800,597000,無細項,行政院主管,中央選舉委員會及所屬,第一預備金,民政支出,2.12.6,本年度預算數較上年度減列如列數。
2015,6103820100,299216000,無細項,行政院主管,公平交易委員會,一般行政,其他經濟服務支出,2.13.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費284,851千元，較上年度核實
減列人事費1,000千元。
2.基本行政工作維持費14,365千元，較上年
度減列郵資及印刷費等206千元。"
2015,6103821010,5759000,限制競爭行為調查處理,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,2.13.2.1,"本年度預算數之內容與上年度之比較如下：
1.第一、三級產業獨占結合及聯合行為之調
查處理經費2,645千元，較上年度減列勞
務服務費及委託研究經費等569千元。
2.第二級產業獨占結合及聯合行為之調查處
理經費3,114千元，較上年度增列郵資及
影印機租金等經費193千元。"
2015,6103821020,5409000,不公平競爭行為調查處理及多層次傳銷管理,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,2.13.2.2,"本年度預算數5,409千元，係辦理不公平競
爭行為調查處理及多層次傳銷管理業務相關
經費，較上年度增列捐助多層次傳銷保護機
構及查處等經費1,719千元。"
2015,6103821030,2553000,法務及行政救濟業務,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,2.13.2.3,"本年度預算數2,553千元，係辦理法務及行
政救濟業務經費，較上年度減列訂購報紙、
雜誌及勞務服務費等385千元。"
2015,6103821040,11502000,綜合規劃及宣導業務,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,2.13.2.4,"本年度預算數11,502千元，係辦理綜合規劃
及宣導業務經費，較上年度減列郵資、與地
方主管機關業務協調會報等經費460千元。"
2015,6103821050,6253000,政策擬訂及國際交流業務,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,2.13.2.5,"本年度預算數6,253千元，係辦理政策擬訂
及國際交流業務經費，較上年度減列國際競
爭網絡(ICN)卡特爾研討會、大陸地區旅費
等842千元。"
2015,6103821070,10448000,產業調查經濟分析及資訊管理,行政院主管,公平交易委員會,公平交易業務,其他經濟服務支出,2.13.2.6,"本年度預算數之內容與上年度之比較如下：
1.產業調查經濟分析及資訊管理經費7,088
千元，較上年度減列電腦維護費及汰換個
人電腦等經費436千元。
2.產業資料整合及開發計畫總經費49,865千
元，分5年辦理，101至103年度已編列12,
363千元，本年度續編第4年經費3,360千
元，與上年度同。"
2015,6103829019,874000,其他設備,行政院主管,公平交易委員會,一般建築及設備,其他經濟服務支出,2.13.3.1,"本年度預算數之內容與上年度之比較如下：
1.汰換投影設備、空調設備及新購檔案掃描
設備等經費874千元。
2.上年度汰換會議室視聽器材及其他事務設
備等預算業已編竣，所列971千元如數減
列。"
2015,6103829800,500000,無細項,行政院主管,公平交易委員會,第一預備金,其他經濟服務支出,2.13.4,仍照上年度預算數編列。
2015,6003850100,678062000,無細項,行政院主管,國家通訊傳播委員會,一般行政,交通支出,2.14.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費602,316千元，與上年度相同
。
2.新增基本行政工作維持費75,746千元，係
配合立法院審議103年度中央政府總預算
案所作決議，原編列於通訊傳播監督管理
基金，自本年度起納編總預算之辦理一般
事務所需辦公室租金及水電費等經費。"
2015,6003859800,70000,無細項,行政院主管,國家通訊傳播委員會,第一預備金,交通支出,2.14.2,本年度預算數較上年度減列如列數。
2015,3303900100,347899000,無細項,行政院主管,大陸委員會,一般行政,行政支出,2.15.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費316,032千元，較上年度核實
減列人事費9,988千元。
2.基本行政工作維持費23,443千元，較上年
度減列辦公室修繕及購置辦公設備等經費
3,065千元。
3.資訊管理經費8,424千元，較上年度減列
購置資訊軟硬體設備費476千元。"
2015,3303901000,33874000,無細項,行政院主管,大陸委員會,企劃業務,行政支出,2.15.2,"本年度預算數之內容與上年度之比較如下：
1.情勢評估與政策規劃經費7,241千元，較
上年度減列辦理兩岸情勢座談、大陸工作
研討會及補助學術機構辦理研討活動等經
費6,300千元。
2.兩岸互動與協商經費6,732千元，較上年
度增列辦理兩岸事務首長互訪及APEC峰會
相關幕僚作業等經費3,222千元。
3.兩岸議題國內外智庫間合作規劃經費7,18
0千元，較上年度減列辦理大陸與國際情
勢研討會等經費1,005千元。
4.研究與資訊服務經費12,721千元，較上年
度增列辦理委託研究等經費319千元。"
2015,3303901200,33613000,無細項,行政院主管,大陸委員會,經濟業務,行政支出,2.15.3,"本年度預算數之內容與上年度之比較如下:
1.經貿政策及協商議題之研擬及推動經費15
,067千元，較上年度減列辦理兩岸經貿議
題研究及政策規劃等經費1,674千元。
2.掌握大陸經濟情勢及兩岸經貿資訊經費3,
085千元，較上年度減列辦理兩岸經貿情
勢及大陸經濟動態資訊研究等經費340千
元。
3.加強對臺商之輔導、聯繫及服務工作經費
12,756千元，較上年度減列臺商窗口及在
地服務經費1,417千元。
4.加強對經貿團體聯繫、溝通及協助經費2,
705千元，較上年度減列辦理兩岸經貿協
商說明會、執行成果發表及協助經貿團體
辦理兩岸經貿交流相關活動等經費304千
元。"
2015,3303901300,223835000,無細項,行政院主管,大陸委員會,法政業務,行政支出,2.15.4,"本年度預算數之內容與上年度之比較如下：
1.兩岸法政交流政策規劃及研擬推動經費11
,210千元，較上年度增列對於赴大陸地區
國人發送緊急關懷電話簡訊等經費3,170
千元。
2.兩岸事務法規之研擬、協調及審議經費8,
175千元，較上年度減列辦理兩岸法政議
題研究等經費1,893千元。
3.兩岸法政議題之協商、規劃與推動經費8,
417千元，較上年度減列辦理兩岸政策與
協議之溝通說明等經費666千元。
4.捐助財團法人海峽交流基金會辦理兩岸中
介事務經費196,033千元，與上年度同。"
2015,3303901400,227800000,無細項,行政院主管,大陸委員會,港澳業務,行政支出,2.15.5,"本年度預算數之內容與上年度之比較如下：
1.港澳政策之研究及規劃經費3,255千元，
較上年度減列辦理專案研究、座談會及研
討會等經費114千元。
2.港澳交流事務之協調與執行經費12,024千
元，較上年度減列赴港澳辦理經貿及文化
相關展演活動等經費577千元。
3.臺灣與港澳交流及服務工作經費200,385
千元，較上年度增列加強辦理臺港澳交流
工作等經費2,994千元。
4.強化臺灣與港澳溝通及磋商機制經費12,1
36千元，較上年度減列捐助財團法人臺港
經濟文化合作策進會經費500千元。"
2015,3303901500,63873000,無細項,行政院主管,大陸委員會,聯絡業務,行政支出,2.15.6,"本年度預算數之內容與上年度比較如下：
1.大陸政策說明及溝通經費45,953千元，較
上年度增列辦理政策宣導業務等經費31,6
22千元。
2.新聞發布、聯繫與禮賓經費5,097千元，
較上年度增列媒體互動及新聞聯繫等經費
1,026千元。
3.海外聯繫與政策說明經費8,280千元，較
上年度增列辦理海外文宣活動等經費1,68
5千元。
4.政策諮詢與聯繫服務經費4,543千元，較
上年度增列協助相關單位辦理兩岸交流活
動等經費1,308千元。"
2015,3303909800,1620000,無細項,行政院主管,大陸委員會,第一預備金,行政支出,2.15.7,本年度預算數較上年度減列如列數。
2015,5203902100,0,無細項,行政院主管,大陸委員會,經濟發展政策研究,科學支出,2.15.8,"上年度委託辦理大陸與兩岸經濟議題研究預
算業已編竣，所列9,662千元如數減列。"
2015,5303901100,49240000,無細項,行政院主管,大陸委員會,文教業務,文化支出,2.15.9,"本年度預算數之內容與上年度比較如下：
1.兩岸文教議題之研議、策略規劃與協商經
費4,380千元，較上年度減列兩岸文教議
題座談及諮詢等經費380千元。
2.文教交流活動之輔導與推動經費18,830千
元，較上年度減列結合民間資源推動兩岸
文教交流活動等經費1,599千元。
3.兩岸資訊對等交流之推動經費22,203千元
，較上年度減列協助民間團體辦理廣電、
新聞及出版活動等經費2,622千元。
4.大陸臺商子女教育之輔導經費3,827千元
，較上年度減列協助大陸臺商子女返臺接
受補充教育等經費870千元。"
2015,3303910100,44976000,無細項,行政院主管,飛航安全調查委員會,一般行政,行政支出,2.16.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費38,716千元，較上年度核實減
列人事費739千元。
2.基本工作維持費6,260千元，較上年度減
列影印機租金218千元。"
2015,3303910200,8347000,無細項,行政院主管,飛航安全調查委員會,飛航安全業務,行政支出,2.16.2,"本年度預算數之內容與上年度之比較如下：
1.事故調查業務經費2,332千元，較上年度
減列研討會及印刷等經費25千元。
2.調查能量建立業務經費6,015千元，較上
年度增列購置新式飛航紀錄器解讀設備及
資訊安全設施等經費1,124千元。"
2015,3303919800,30000,無細項,行政院主管,飛航安全調查委員會,第一預備金,行政支出,2.16.3,本年度預算數較上年度減列如列數。
2015,3303950100,265582000,無細項,行政院主管,公共工程委員會,一般行政,行政支出,2.17.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費195,926千元，較上年度核實
減列人事費2,440千元。
2.基本行政工作維持費69,656千元，較上年
度減列資訊服務費等1,191千元。"
2015,3303951000,73222000,無細項,行政院主管,公共工程委員會,公共工程企劃及法規業務,行政支出,2.17.2,"本年度預算數之內容與上年度之比較如下：
1.推動政府採購法規事務等綜合業務經費71
6千元，較上年度減列購買文具紙張及電
腦週邊耗材等經費80千元。
2.健全技師、工程技術顧問公司管理法制，
提升工程產業國際競爭力經費28,402千元
，較上年度增列捐助工程產業開拓全球市
場等經費18,289千元。
3.健全與落實政府採購法規及制度經費2,16
3千元，較上年度減列辦理政府採購相關
業務研討會、講習之專家學者出席費及講
座鐘點費等240千元。
4.健全工程採購法規及制度經費831千元，
較上年度減列工程採購相關法令研訂、修
正之資料印製及行政作業等經費92千元。
5.推動政府採購電子化經費6,841千元，較
上年度減列汰換個人電腦、儲存設備、網
路設備、主機及週邊設備等經費760千元
。
6.中央採購稽核小組業務經費3,054千元，
較上年度減列國內出差旅費等47千元。
7.採購申訴審議委員會經費31,215千元，與
上年度同。"
2015,3303952000,16075000,無細項,行政院主管,公共工程委員會,公共工程技術業務,行政支出,2.17.3,"本年度預算數之內容與上年度之比較如下：
1.公共工程計畫之審議與永續公共工程之推
動經費2,896千元，較上年度減列災後復
建系統維護費、資訊設備租金等經費322
千元。
2.公共技術規範、認證、整合、維護、推廣
與研發經費8,712千元，較上年度減列辦
理公共工程基礎資料庫研究計畫等經費39
5千元。
3.公共工程技術鑑定業務經費4,467千元，
與上年度同。"
