臺北市地方總預算案,,,,,,,,
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"69,059,054","68,920,605","68,117,067","138,449",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"312,384","222,750","1,028,321","89,634",
,,,,,,,,
,,,　03124,,,,,
,  24,,　北投區戶政事務所,"63,803,410","63,097,737","62,366,581","705,673",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"8,779,619","8,236,402","8,067,718","543,217",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"54,538,492","54,426,428","53,376,394","112,064",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"485,299","434,907","922,469","50,392",
,,,,,,,,
,,,　03125,,,,,
,  25,,　萬華區戶政事務所,"65,088,482","64,349,487","63,901,005","738,995",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"10,342,525","9,764,658","9,393,182","577,867",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"54,405,979","54,196,889","53,605,011","209,090",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"339,978","387,940","902,812","-47,962",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　03126,,,,,
 3,  26,,　文山區戶政事務所,"77,998,333","81,094,384","70,843,946","-3,096,051",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"11,940,081","10,925,523","10,182,486","1,014,558",
,,,,,,,,
,,,　　133200,,,,,
,, 2,　　戶政業務,"58,895,487","58,737,197","58,345,033","158,290",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"7,162,765","11,431,664","2,316,427","-4,268,899",
,,,,,,,,
,,,　16101,,,,,
,  27,,　消防局,"2,882,941,778","2,862,595,117","2,658,007,785","20,346,661",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"310,448,327","315,887,735","288,963,579","-5,439,408",
,,,,,,,,
,,,　　130200,,,,,
,, 2,　　消防業務,"2,225,153,308","2,194,100,182","1,920,391,027","31,053,126",
,,,,,,,,
,,,　　133900,,,,,
,, 3,　　接受補助業務支出,"4,064,000","3,104,000","2,699,823","960,000",
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"336,176,543","344,170,200","445,495,112","-7,993,657",
,,,,,,,,
,,,　　138300,,,,,
,, 5,　　接受補助建設支出,"2,799,600","1,033,000","458,244","1,766,600",
,,,,,,,,
,,,　　134100,,,,,
,, 6,　　第一預備金,"4,300,000","4,300,000",-,0,
,,,,,,,,
,,,　19101,,,,,
,  28,,　地政局,"369,893,432","363,095,781","357,866,752","6,797,651",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"88,430,906","82,209,537","83,714,843","6,221,369",
,,,,,,,,
,,,　　130900,,,,,
,, 2,　　地政業務,"273,353,071","271,242,266","268,252,391","2,110,805",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"6,109,455","7,643,978","5,177,518","-1,534,523",
,,,,,,,,
,,,　　134100,,,,,
,, 4,　　第一預備金,"2,000,000","2,000,000",-,0,
,,,,,,,,
,,,　　133900,,,,,
,, 5,　　接受補助業務支出,-,-,"722,000",-,
,,,,,,,,
,,,　19102,,,,,
,  29,,　土地開發總隊,"149,591,580","151,596,793","146,245,369","-2,005,213",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　130100,,,,,
 3,  29, 1,　　一般行政,"44,603,018","44,729,607","39,561,862","-126,589",
,,,,,,,,
,,,　　130800,,,,,
,, 2,　　促進土地利用,"39,439,402","38,428,954","37,770,864","1,010,448",
,,,,,,,,
,,,　　132300,,,,,
,, 3,　　地籍管理,"63,838,660","65,346,482","67,294,008","-1,507,822",
,,,,,,,,
,,,　　137100,,,,,
,, 4,　　建築及設備,"1,710,500","3,091,750","1,618,635","-1,381,250",
,,,,,,,,
,,,　19111,,,,,
,  30,,　松山地政事務所,"123,166,822","122,724,084","120,815,131","442,738",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"37,331,491","37,170,544","32,036,168","160,947",
,,,,,,,,
,,,　　132300,,,,,
,, 2,　　地籍管理,"84,011,582","84,291,222","86,909,470","-279,640",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"1,823,749","1,262,318","1,742,493","561,431",
,,,,,,,,
,,,　　133900,,,,,
,, 4,　　接受補助業務支出,-,-,"127,000",-,
,,,,,,,,
,,,　19112,,,,,
,  31,,　大安地政事務所,"102,586,568","97,655,641","100,719,814","4,930,927",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"31,013,765","31,234,964","27,120,175","-221,199",
,,,,,,,,
,,,　　132300,,,,,
,, 2,　　地籍管理,"65,212,294","64,759,455","66,589,864","452,839",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"6,360,509","1,661,222","6,962,775","4,699,287",
,,,,,,,,
,,,　　133900,,,,,
,, 4,　　接受補助業務支出,-,-,"47,000",-,
,,,,,,,,
,,,　19113,,,,,
,  32,,　中山地政事務所,"118,758,524","117,956,219","115,724,116","802,305",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"35,895,108","33,612,029","29,732,164","2,283,079",
,,,,,,,,
,,,　　132300,,,,,
,, 2,　　地籍管理,"80,443,279","82,519,236","82,791,642","-2,075,957",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"2,420,137","1,824,954","3,095,310","595,183",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　133900,,,,,
 3,  32, 4,　　接受補助業務支出,-,-,"105,000",-,
,,,,,,,,
,,,　19114,,,,,
,  33,,　古亭地政事務所,"98,561,585","95,646,099","94,551,316","2,915,486",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"30,599,579","33,076,618","28,927,061","-2,477,039",
,,,,,,,,
,,,　　132300,,,,,
,, 2,　　地籍管理,"64,973,648","61,116,581","64,822,352","3,857,067",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"2,988,358","1,452,900","678,903","1,535,458",
,,,,,,,,
,,,　　133900,,,,,
,, 4,　　接受補助業務支出,-,-,"123,000",-,
,,,,,,,,
,,,　19115,,,,,
,  34,,　建成地政事務所,"91,518,760","92,937,355","88,104,946","-1,418,595",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"31,550,177","31,212,726","28,386,580","337,451",
,,,,,,,,
,,,　　132300,,,,,
,, 2,　　地籍管理,"58,519,983","60,307,382","58,610,644","-1,787,399",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"1,448,600","1,417,247","1,081,722","31,353",
,,,,,,,,
,,,　　133900,,,,,
,, 4,　　接受補助業務支出,-,-,"26,000",-,
,,,,,,,,
,,,　19116,,,,,
,  35,,　士林地政事務所,"127,223,488","127,101,091","127,842,822","122,397",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"33,614,141","34,628,886","30,097,647","-1,014,745",
,,,,,,,,
,,,　　132300,,,,,
,, 2,　　地籍管理,"91,539,853","91,245,271","94,132,776","294,582",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"2,069,494","1,226,934","3,486,399","842,560",
,,,,,,,,
,,,　　133900,,,,,
,, 4,　　接受補助業務支出,-,-,"126,000",-,
,,,,,,,,
,,,　20101,,,,,
,  36,,　兵役局,"205,478,164","203,168,566","223,825,120","2,309,598",
,,,,,,,,
,,,　　130100,,,,,
,, 1,　　一般行政,"77,220,399","69,773,048","63,689,720","7,447,351",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　130200,,,,,
 3,  36, 2,　　役政業務,"107,405,906","107,635,908","90,928,533","-230,002",
,,,,,,,,
,,,　　137100,,,,,
,, 3,　　建築及設備,"19,851,859","24,759,610","26,457,725","-4,907,751",
,,,,,,,,
,,,　　134100,,,,,
,, 4,　　第一預備金,"1,000,000","1,000,000",-,0,
,,,,,,,,
,,,　　133900,,,,,
,, 5,　　接受補助業務支出,-,-,"42,749,142",-,
,,,,,,,,
,,,140000,,,,,
 4,,,財務支出,"1,545,725,453","1,573,284,322","1,487,224,968","-27,558,869",
,,,,,,,,
,,,　04101,,,,,
,   1,,　財政局,"619,468,137","607,929,766","569,196,463","11,538,371",
,,,,,,,,
,,,　　140100,,,,,
,, 1,　　一般行政,"81,273,939","81,431,960","78,943,652","-158,021",
,,,,,,,,
,,,　　140200,,,,,
,, 2,　　財政行政,"500,040,360","475,059,284","453,251,528","24,981,076",
,,,,,,,,
,,,　　147100,,,,,
,, 5,　　建築及設備,"34,153,838","47,438,522","27,162,283","-13,284,684",
,,,,,,,,
,,,　　144100,,,,,
,, 6,　　第一預備金,"4,000,000","4,000,000",-,0,
,,,,,,,,
,,,　　143900,,,,,
,, 7,　　接受補助業務支出,-,-,"9,573,426",-,
,,,,,,,,
,,,　　148300,,,,,
,, 8,　　接受補助建設支出,-,-,"265,574",-,
,,,,,,,,
,,,　04102,,,,,
,   2,,　稅捐稽徵處,"926,257,316","965,354,556","918,028,505","-39,097,240",
,,,,,,,,
,,,　　140100,,,,,
,, 1,　　一般行政,"166,102,705","170,113,915","169,289,734","-4,011,210",
,,,,,,,,
,,,　　140200,,,,,
,, 2,　　稅捐稽徵業務,"750,539,434","746,132,768","740,637,714","4,406,666",
,,,,,,,,
,,,　　147100,,,,,
,, 3,　　建築及設備,"9,615,177","49,107,873","8,101,057","-39,492,696",
,,,,,,,,
,,,210000,,,,,
 5,,,教育支出,"52,866,043,069","53,984,238,254","55,466,838,864","-1,118,195,185",
,,,,,,,,
,,,　02106,,,,,
,   1,,　公務人員訓練處,"144,674,654","151,520,464","125,464,995","-6,845,810",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　210100,,,,,
 5,   1, 1,　　一般行政,"38,074,380","37,169,198","38,484,544","905,182",
,,,,,,,,
,,,　　212600,,,,,
,, 2,　　訓練業務,"94,536,012","96,705,316","79,588,978","-2,169,304",
,,,,,,,,
,,,　　217100,,,,,
,, 3,　　建築及設備,"11,839,262","17,420,950","7,391,473","-5,581,688",
,,,,,,,,
,,,　　214100,,,,,
,, 4,　　第一預備金,"225,000","225,000",-,0,
,,,,,,,,
,,,　05111,,,,,
,   2,,　教育局,"52,721,368,415","53,832,717,790","55,341,373,869","-1,111,349,375",
,,,,,,,,
,,,　　210200,,,,,
,, 1,　　教育資源管理,"52,610,068,415","53,710,162,217","55,225,342,776","-1,100,093,802",
,,,,,,,,
,,,　　219100,,,,,
,, 2,　　作業基金,"101,300,000","112,555,573","115,241,093","-11,255,573",
,,,,,,,,
,,,　　214100,,,,,
,, 3,　　第一預備金,"10,000,000","10,000,000",-,0,
,,,,,,,,
,,,　　213900,,,,,
,, 4,　　接受補助業務支出,-,-,"530,000",-,
,,,,,,,,
,,,　　218300,,,,,
,, 5,　　接受補助建設支出,-,-,"260,000",-,
,,,,,,,,
,,,220000,,,,,
 6,,,文化支出,"10,613,568,299","12,161,299,101","8,313,464,603","-1,547,730,802",
,,,,,,,,
,,,　02101,,,,,
,   1,,　秘書處,"19,142,951","18,985,811","16,589,787","157,140",
,,,,,,,,
,,,　　220500,,,,,
,, 5,　　新聞發布,"19,142,951","18,985,811","16,589,787","157,140",
,,,,,,,,
,,,　02113,,,,,
,   2,,　客家事務委員會,"190,546,765","198,939,207","194,335,696","-8,392,442",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"22,875,292","23,118,128","20,826,939","-242,836",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　客家政策研究發展,"94,216,642","98,817,060","88,722,613","-4,600,418",
,,,,,,,,
,,,　　220300,,,,,
,, 3,　　客家語言文化推廣,"68,341,931","73,209,519","67,367,142","-4,867,588",
,,,,,,,,
,,,　　227100,,,,,
,, 4,　　建築及設備,"4,512,900","3,194,500","17,419,002","1,318,400",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　224100,,,,,
 6,   2, 5,　　第一預備金,"600,000","600,000",-,0,
,,,,,,,,
,,,　03101,,,,,
,   3,,　民政局,"107,620,157","108,361,470","109,785,167","-741,313",
,,,,,,,,
,,,　　220400,,,,,
,, 4,　　禮俗宗教,"107,620,157","108,361,470","109,785,167","-741,313",
,,,,,,,,
,,,　03102,,,,,
,   4,,　孔廟管理委員會,"36,290,595","34,227,914","31,383,608","2,062,681",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"11,819,906","10,235,837","9,169,701","1,584,069",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　祭典及孔廟管理,"22,322,125","23,393,781","22,012,057","-1,071,656",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"2,148,564","598,296","201,850","1,550,268",
,,,,,,,,
,,,　03103,,,,,
,   5,,　殯葬管理處,"914,294,104","770,631,830","579,321,167","143,662,274",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"90,941,097","81,159,298","70,150,651","9,781,799",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　殯殮業務,"225,297,178","187,056,313","175,832,385","38,240,865",
,,,,,,,,
,,,　　220300,,,,,
,, 3,　　埋葬業務,"59,192,957","46,910,247","44,996,845","12,282,710",
,,,,,,,,
,,,　　220400,,,,,
,, 4,　　火葬業務,"67,873,374","58,727,194","62,148,858","9,146,180",
,,,,,,,,
,,,　　220500,,,,,
,, 5,　　公墓靈(納)骨堂(塔)業務,"9,539,846","9,529,850","18,000,842","9,996",
,,,,,,,,
,,,　　227100,,,,,
,, 6,　　建築及設備,"461,449,652","387,248,928","208,191,586","74,200,724",
,,,,,,,,
,,,　05112,,,,,
,   6,,　市立圖書館,"657,538,884","669,469,015","618,240,826","-11,930,131",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"72,587,313","68,925,325","67,988,622","3,661,988",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　圖書總館業務,"133,246,002","131,165,986","129,273,207","2,080,016",
,,,,,,,,
,,,　　220300,,,,,
,, 3,　　圖書分館業務,"273,859,896","269,386,721","267,110,265","4,473,175",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　227100,,,,,
 6,   6, 4,　　建築及設備,"177,845,673","199,990,983","151,818,732","-22,145,310",
,,,,,,,,
,,,　　223900,,,,,
,, 5,　　接受補助業務支出,-,-,"50,000",-,
,,,,,,,,
,,,　　228300,,,,,
,, 6,　　接受補助建設支出,-,-,"2,000,000",-,
,,,,,,,,
,,,　05113,,,,,
,   7,,　市立動物園,"666,511,150","837,427,558","562,708,891","-170,916,408",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"51,813,029","52,480,324","66,914,169","-667,295",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　動物園業務,"467,524,864","455,168,979","425,565,526","12,355,885",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"147,173,257","329,778,255","70,229,196","-182,604,998",
,,,,,,,,
,,,　05114,,,,,
,   8,,　市立天文科學教育館,"216,850,247","242,849,664","250,640,085","-25,999,417",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"79,321,843","72,637,950","66,996,848","6,683,893",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　天文業務,"83,403,729","90,712,079","83,632,986","-7,308,350",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"54,124,675","79,499,635","100,010,251","-25,374,960",
,,,,,,,,
,,,　05117,,,,,
,   9,,　家庭教育中心,"28,413,856","28,359,889","22,098,065","53,967",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"4,797,299","4,780,141","4,251,209","17,158",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　推展家庭教育,"23,288,910","23,288,910","16,864,353",0,
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"327,647","290,838","297,490","36,809",
,,,,,,,,
,,,　　223900,,,,,
,, 4,　　接受補助業務支出,-,-,"685,013",-,
,,,,,,,,
,,,　05118,,,,,
,  10,,　青少年發展處,"154,377,131","183,170,163","41,258,303","-28,793,032",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"101,664,928","99,769,058","15,533,216","1,895,870",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　220300,,,,,
 6,  10, 2,　　發展處業務,"37,646,522","34,318,086","4,125,087","3,328,436",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"15,065,681","49,083,019","21,600,000","-34,017,338",
,,,,,,,,
,,,　15101,,,,,
,  11,,　文化局,"1,823,338,430","3,898,850,915","2,729,883,637","-2,075,512,485",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"70,021,252","65,846,317","47,995,237","4,174,935",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　綜合計畫,"503,405,054","476,089,286","363,174,154","27,315,768",
,,,,,,,,
,,,　　220300,,,,,
,, 3,　　文化資產之保存,"90,847,109","96,964,085","83,225,566","-6,116,976",
,,,,,,,,
,,,　　220400,,,,,
,, 4,　　藝文工作之推動,"571,376,735","445,527,103","322,815,409","125,849,632",
,,,,,,,,
,,,　　220500,,,,,
,, 5,　　社區文化之推動,"81,751,429","63,077,820","59,380,570","18,673,609",
,,,,,,,,
,,,　　220700,,,,,
,, 6,　　文化設施之整建,"20,402,867","17,322,970",-,"3,079,897",
,,,,,,,,
,,,　　227100,,,,,
,, 7,　　建築及設備,"327,283,984","2,478,731,554","1,539,482,250","-2,151,447,570",
,,,,,,,,
,,,　　229100,,,,,
,, 8,　　作業基金,"150,000,000","200,000,000","225,500,000","-50,000,000",
,,,,,,,,
,,,　　224100,,,,,
,, 9,　　第一預備金,"8,250,000","8,250,000",-,0,
,,,,,,,,
,,,　　220600,,,,,
,,10,　　臺北文化藝術設施之推動,-,"47,041,780","28,357,856","-47,041,780",
,,,,,,,,
,,,　　223900,,,,,
,,11,　　接受補助業務支出,-,-,"45,124,715",-,
,,,,,,,,
,,,　　228300,,,,,
,,12,　　接受補助建設支出,-,-,"14,827,880",-,
,,,,,,,,
,,,　15102,,,,,
,  12,,　中山堂管理所,"81,023,167","76,185,205","85,969,852","4,837,962",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"17,526,492","17,643,077","15,755,977","-116,585",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　會場業務,"56,825,429","50,629,801","45,274,206","6,195,628",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　227100,,,,,
 6,  12, 3,　　建築及設備,"6,671,246","7,912,327","24,939,669","-1,241,081",
,,,,,,,,
,,,　15103,,,,,
,  13,,　文獻委員會,"43,939,676","46,627,278","59,240,144","-2,687,602",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"15,033,507","16,539,484","15,144,067","-1,505,977",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　文獻編纂,"24,541,794","25,232,714","34,308,914","-690,920",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"4,364,375","4,855,080","4,312,211","-490,705",
,,,,,,,,
,,,　　223900,,,,,
,, 4,　　接受補助業務支出,-,-,"479,437",-,
,,,,,,,,
,,,　　228300,,,,,
,, 5,　　接受補助建設支出,-,-,"4,995,515",-,
,,,,,,,,
,,,　15104,,,,,
,  14,,　市立美術館,"390,953,347","375,209,804","341,385,396","15,743,543",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"80,113,380","78,027,397","68,585,492","2,085,983",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　美術館業務,"264,732,009","254,291,984","228,331,019","10,440,025",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"46,107,958","42,890,423","44,468,885","3,217,535",
,,,,,,,,
,,,　15105,,,,,
,  15,,　市立交響樂團,"231,317,422","236,704,919","214,784,198","-5,387,497",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"27,674,164","24,845,108","20,986,725","2,829,056",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　交響樂團業務,"201,277,983","205,498,433","186,553,842","-4,220,450",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"2,365,275","6,361,378","7,243,631","-3,996,103",
,,,,,,,,
,,,　15106,,,,,
,  16,,　市立國樂團,"169,440,873","168,217,220","154,374,276","1,223,653",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"20,548,108","19,732,945","19,370,194","815,163",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　國樂團業務,"145,849,315","143,354,675","132,599,138","2,494,640",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　　227100,,,,,
 6,  16, 3,　　建築及設備,"3,043,450","5,129,600","2,404,944","-2,086,150",
,,,,,,,,
,,,　15107,,,,,
,  17,,　市立社會教育館,"266,222,063","222,025,556","206,071,441","44,196,507",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"28,382,599","26,869,957","27,181,258","1,512,642",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　社教館業務,"192,549,166","183,794,441","177,363,712","8,754,725",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"45,290,298","11,361,158","1,526,471","33,929,140",
,,,,,,,,
,,,　18111,,,,,
,  18,,　觀光傳播局,"97,095,682","95,926,523","95,668,810","1,169,159",
,,,,,,,,
,,,　　220400,,,,,
,, 4,　　出版及媒體輔導管理,"97,095,682","95,926,523","95,668,810","1,169,159",
,,,,,,,,
,,,　18112,,,,,
,  19,,　臺北廣播電臺,"49,276,611","49,389,538","46,888,129","-112,927",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"14,458,533","13,825,660","13,538,109","632,873",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　廣播業務,"34,181,964","34,307,912","32,419,676","-125,948",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"636,114","1,255,966","930,344","-619,852",
,,,,,,,,
,,,　22101,,,,,
,  20,,　體育局,"4,469,375,188","3,899,739,622","1,385,337,005","569,635,566",
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,"184,368,341","166,056,644","160,111,144","18,311,697",
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　體育業務,"3,656,098,988","3,679,107,736","1,089,977,913","-23,008,748",
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,"67,238,994","44,818,242","66,272,529","22,420,752",
,,,,,,,,
,,,　　224100,,,,,
,, 4,　　第一預備金,"9,757,000","9,757,000",-,0,
,,,,,,,,
,,,　　223900,,,,,
,, 5,　　接受補助業務支出,-,-,"65,866,438",-,
,,,,,,,,
,,,　　228300,,,,,
,, 6,　　接受補助建設支出,"551,911,865",-,"3,108,981","551,911,865",
,,,,,,,,
臺北市地方總預算案,,,,,,,,
　　　　　　　　　,,,,,,,,
歲出政事別預算表,,,,,,,,
　　　　　　　　　　　,,,,,,,,
中華民國105年度,,,,,,,,
科目,,,,本年度預算數,上年度預算數,前年度決算數,"本  年 度 與
上年度比較",
款,項,目,名稱及編號,,,,,
,,,　05115,,,,,
 6,  21,,　市立兒童育樂中心,-,-,"567,500,120",-,
,,,,,,,,
,,,　　220100,,,,,
,, 1,　　一般行政,-,-,"27,093,204",-,
,,,,,,,,
,,,　　220200,,,,,
,, 2,　　育樂中心業務,-,-,"89,105,334",-,
,,,,,,,,
,,,　　227100,,,,,
,, 3,　　建築及設備,-,-,"451,301,582",-,
,,,,,,,,
,,,310000,,,,,
 7,,,農業支出,"4,961,024,804","4,993,196,324","4,608,107,467","-32,171,520",
,,,,,,,,
,,,　06101,,,,,
,   1,,　產業發展局,"296,869,428","404,926,458","541,526,049","-108,057,030",
,,,,,,,,
,,,　　310100,,,,,
,, 1,　　一般行政,"85,097,247","83,753,114","80,039,337","1,344,133",
,,,,,,,,
,,,　　310400,,,,,
,, 4,　　農業發展,"117,325,981","287,192,344","252,064,831","-169,866,363",
,,,,,,,,
,,,　　317100,,,,,
,, 8,　　建築及設備,"85,446,200","24,981,000","38,757,301","60,465,200",
,,,,,,,,
,,,　　314100,,,,,
,, 9,　　第一預備金,"9,000,000","9,000,000",-,0,
,,,,,,,,
,,,　　313900,,,,,
,,10,　　接受補助業務支出,-,-,"94,577,192",-,
,,,,,,,,
,,,　　318300,,,,,
,,11,　　接受補助建設支出,-,-,"76,087,388",-,
,,,,,,,,
,,,　06102,,,,,
,   2,,　動物保護處,"200,227,725","180,467,593","189,820,129","19,760,132",
,,,,,,,,
,,,　　310100,,,,,
,, 1,　　一般行政,"25,607,321","25,759,830","23,168,917","-152,509",
,,,,,,,,
,,,　　310200,,,,,
,, 2,　　動物防疫,"14,608,644","16,488,574","14,122,176","-1,879,930",
,,,,,,,,
,,,　　310300,,,,,
,, 3,　　動物保護,"103,267,979","99,197,286","92,196,810","4,070,693",
,,,,,,,,
,,,　　310400,,,,,
,, 4,　　產業保育,"20,934,951","19,808,133","16,172,804","1,126,818",
